sheet_name,rows,token,ticker,first_date,last_date,valid_schema,missing_required_columns,valid_date_count,date_parse_rate
deepworm,86,Deep Worm,worm,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
defrogs,68,DeFrogs,defrogs,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
degencapitalbyvirtuals,54,degencapitalbyvirtuals,,,,True,,0,0.0
degenerativesitcom,29,degenerative SITCOM,$sitcom,2025-01-07T00:00:00,2025-02-04T00:00:00,True,,29,1.0
degeneratorproject,25,Degenerator Project,gnrt,2025-01-11T00:00:00,2025-02-04T00:00:00,True,,25,1.0
degenspartanai,86,Degen Spartan AI,degenai,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dejitarutsuka,86,Dejitaru Tsuka,tsuka,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
departmentofgovefficiency,83,Department of Gov Efficiency,doge,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
departmentofgovernmentefficiency,7,Department Of Government Efficiency,doge,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
departmentofgovernmentefficiency3,84,Department Of Government Efficiency,d.o.g.e,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
derdaku,36,Der Daku,daku,2024-12-31T00:00:00,2025-02-04T00:00:00,True,,36,1.0
devinonsolana,86,Devin,devin,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dickbutt,29,dickbutt,,,,True,,0,0.0
dingocoin,64,Dingocoin,dingo,2024-12-03T00:00:00,2025-02-04T00:00:00,True,,64,1.0
dino2,22,dino2,,,,True,,0,0.0
dinolfg,86,DinoLFG,dino,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
divinelyprotected,73,Divinely Protected,dp,2024-11-24T00:00:00,2025-02-04T00:00:00,True,,73,1.0
dna,67,DNA,dna,2024-11-30T00:00:00,2025-02-04T00:00:00,True,,67,1.0
dogaiwtf,85,DOGAI,dogai,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
dogami,70,Dogami,doga,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
dogc,63,DOGC,dogc,2024-12-04T00:00:00,2025-02-04T00:00:00,True,,63,1.0
dogcoin2,7,Dogcoin,dcoin,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
doge,80,@DOGE,@doge,2024-11-16T00:00:00,2025-02-04T00:00:00,True,,80,1.0
dogeai2,11,DOGEai,$dogeai,2025-01-25T00:00:00,2025-02-04T00:00:00,True,,11,1.0
dogebonk,86,DogeBonk,dobo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dogecast,76,Dogecast,dogecast,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
dogecast2,74,dogecast,dogecast,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
dogeeatdoge,86,dogeeatdoge,,,,True,,0,0.0
dogefather2,73,Dogefather,dogefather,2024-11-24T00:00:00,2025-02-04T00:00:00,True,,73,1.0
dogefather3,34,DogeFather,the dogefather,2025-01-02T00:00:00,2025-02-04T00:00:00,True,,34,1.0
dogegf,86,DogeGF,dogegf,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dogeinu,84,dogeinu,,,,True,,0,0.0
dogejonesindustrialaverage,85,Doge Jones Industrial Average,dji,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
dogelink,19,DOGELINK,doger,2025-01-17T00:00:00,2025-02-04T00:00:00,True,,19,1.0
dogemascotshibu,86,Doge Mascot Shibu,shibu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dogemojionsolana,86,Dog Emoji On Solana,?,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dogeonsolana,86,DOGE on Solana,sdoge,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dogfoodtoken,86,Dog Food Token,oishii,2024-11-11T00:00:00,2025-01-30T00:00:00,True,,86,1.0
doggo3,86,Doggo,doggo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
doggoinu,86,Doggo Inu,doggo,2024-11-11T00:00:00,2025-02-03T00:00:00,True,,86,1.0
dogi,86,dogi,,,,True,,0,0.0
doginhood,86,DoginHood,dogin,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
doginme,0,doginme,,,,True,,0,0.0
doginthpool,86,doginthpool,dip,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dogk,0,dogk,,,,True,,0,0.0
doglibre,49,DogLibre,dogl,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
dogshitgoingnowhere,2,Dog shit going nowhere,dogshit2,2025-02-03T00:00:00,2025-02-04T00:00:00,True,,2,1.0
dogwifnuchucks,77,Dog Wif Nunchucks,ninja,2024-11-24T00:00:00,2025-02-04T00:00:00,True,,73,0.948051948051948
dogwithappleinmouth,54,dog with apple in mouth,apple,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
dolanduck,85,Dolan Duck,dolan,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
dollarmoon2,86,DollarMoon,dmoon,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dolosthebully,78,Dolos The Bully,bully,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
donaldtremp,86,Doland Tremp,tremp,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dontbuyinu,86,Don't Buy Inu,dbi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dontdie,70,Don't Die,dontdie,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
doom,35,DOOM,doom,2025-01-01T00:00:00,2025-02-04T00:00:00,True,,35,1.0
dorklord2,86,Dork Lord,dorky,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dotcom,70,Dotcom,y2k,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
draggycto,86,Draggy CTO,draggy,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
dream2,70,dream2,,,,True,,0,0.0
drip,86,DRIP,$drip,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
drop2,33,drop2,,,,True,,0,0.0
drpepeai,39,DrPepe.ai,bryan,2024-12-28T00:00:00,2025-02-04T00:00:00,True,,39,1.0
duckai,66,Duck AI,duckai,2024-12-01T00:00:00,2025-02-04T00:00:00,True,,66,1.0
duckthedoug,86,Doug the Duck,doug,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ducky,86,Ducky,ducky,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
duko,86,DUKO,duko,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
eagleoftruth,86,Eagle of Truth,egl,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
earl,86,earl,earl,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
effectiveaccelerationism,86,Effective accelerationism,e/acc,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
eggdog,86,Eggdog,egg,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
elgato,86,el gato,elgato,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
eliza,74,Eliza,eliza,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
elon,86,Elon,$elon,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
elon4afd,9,Elon4AfD,elon4afd,2025-01-27T00:00:00,2025-02-04T00:00:00,True,,9,1.0
eloniatrump,74,Elonia Trump,elonia,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
elonrwa,86,ElonRWA,elonrwa,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,0.9651162790697675
elonspetsnail,77,Elons Pet Snail,gary,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
elontrumpfart,28,Elon Trump Fart,etf500,2025-01-08T00:00:00,2025-02-04T00:00:00,True,,28,1.0
elsapopepe,45,El Sapo Pepe,pepe,2024-12-22T00:00:00,2025-02-04T00:00:00,True,,45,1.0
endfederalreserve,74,End Federal Reserve,efr,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
enkrypto,86,EnKrypto,krypt,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
estee,86,Estee,estee,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ethbull,40,ETH BULL,bull,2024-12-27T00:00:00,2025-02-04T00:00:00,True,,40,1.0
ethereumisgood,86,ETHEREUM IS GOOD,ebull,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
evan2,70,Evan,evan,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
expert_money,71,EXPERT_MONEY,expert,2024-11-26T00:00:00,2025-02-04T00:00:00,True,,71,1.0
eyeearn,86,Smilek,smilek,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fafo,2,FAFO,fafo,2025-02-03T00:00:00,2025-02-04T00:00:00,True,,2,1.0
fairfun,86,Fairfun,fair,2024-11-11T00:00:00,2025-01-25T00:00:00,True,,86,1.0
faml,74,FAML,faml,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
farm2,48,farm2,,,,True,,0,0.0
fartboy,10,Fartboy,$fartboy,2025-01-26T00:00:00,2025-02-04T00:00:00,True,,10,1.0
fatcat2,28,FATCAT,$fatcat,2025-01-08T00:00:00,2025-02-04T00:00:00,True,,28,1.0
fatgf,86,FATGF,fatgf,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
feces,86,FECES,feces,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fefeoneth,86,Fefe,fefe,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fegtoken2,86,FEED EVERY GORILLA,feg,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
feistydogenft,86,Feisty Doge NFT,nfd,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fight,17,FIGHT,fight,2025-01-19T00:00:00,2025-02-04T00:00:00,True,,17,1.0
fighttomaga,86,Fight to MAGA,fight,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fijiexe,81,FIJI.EXE,fiji,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,81,1.0
fine2,84,FINE,fine,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
firstconvictedraccon,54,First Convicted RACCON,fred,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
firstreply,86,first reply,sirius,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fishkoin,86,Fishkoin,koin,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fisttrumppump,86,Fisttrumppump,ftp,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
flatearth,86,flatearth,,,,True,,0,0.0
flatearthcoin,78,Flat Earth Coin,flat,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
flaviaisonline,86,Flavia Is Online,flavia,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fleabone,78,FLEABONE,bone,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
flockerz,4,Flockerz,flock,2025-02-01T00:00:00,2025-02-04T00:00:00,True,,4,1.0
floofnoodles,74,Floofnoodles,floof,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
floos,86,Floos,fls,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
floppacat,86,Floppa Cat,floppa,2024-11-14T00:00:00,2025-02-04T00:00:00,True,,83,0.9651162790697675
florkcto,37,FLORK CTO,flork,2024-12-30T00:00:00,2025-02-04T00:00:00,True,,37,1.0
flowerai,70,FlowerAI,flower,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
fofar,86,Fofar,fofar,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fofar2,85,fofar2,,,,True,,0,0.0
fomo3d,54,FOMO 3D,fomo3d.fun,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
fomoradioai,33,FOMO RADIO AI,radio,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
forest,86,FOREST,forest,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
forgivemefather,78,forgivemefather,,,,True,,0,0.0
forky2,33,Forky,forky,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
foxy,86,foxy,,,,True,,0,0.0
fpibank,1,fpibank,,,,True,,0,0.0
freeshaynecoplan,77,FREE Shayne Coplan,eagle,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
freespeech2,36,Free Speech,x,2024-12-31T00:00:00,2025-02-04T00:00:00,True,,36,1.0
frensofelon,58,Frens of Elon,frens,2024-12-09T00:00:00,2025-02-04T00:00:00,True,,58,1.0
freysaai,62,freysaai,,,,True,,0,0.0
fric,54,FRIC,fric,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
frodothevirtualsamurai,50,Frodo the Virtual Samurai,frog,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
frog3,84,Frog,frog,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
frogevip,54,Froge,froge,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
frox,74,Frox,frox,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
fu,86,FU,fu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
fudthepug,86,fudthepug,,,,True,,0,0.0
fug,86,FUG,fug,2024-11-11T00:00:00,2025-02-02T00:00:00,True,,86,1.0
fug2,83,fug,fug,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
fuku2,74,Fuku,fuku,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
furnancialadvisor,78,Fur-nancial advisor,fur,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
fwogtakes,36,fwogtakes,,,,True,,0,0.0
fxn,62,FXN,fxn,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
gamestop,86,GME (Ethereum),gme,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gameswift,86,GameSwift,gswift,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gdog,86,GDOG,gdog,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gegagedigedagedago,74,Gegagedigedagedago,nugget,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
gekobase,50,gekobase,,,,True,,0,0.0
gemini2,83,Gemini,gemini,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
gemxbt,50,gemxbt,gemxbt,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
generationalwealth3,84,Generational Wealth,wealth,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
genzquant,76,Gen Z Quant,quant,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
gertrudedatapig,33,gertrudedatapig,,,,True,,0,0.0
ghffb47yii2rteeyy10op,69,ghffb47yii2rteeyy10op,,,,True,,0,0.0
ghoad,86,ghoad,,,,True,,0,0.0
gikocat,86,Giko Cat,giko,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gingergang,19,GINGER GANG,ginger,2025-01-17T00:00:00,2025-02-04T00:00:00,True,,19,1.0
ginnan,67,Ginnan,ginnan,2024-11-30T00:00:00,2025-02-03T00:00:00,True,,67,1.0
ginnanthecat,86,Ginnan The Cat,ginnan,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gizmoimaginarykittenrunes,86,gizmoimaginarykittenrunes,,,,True,,0,0.0
glorp,78,Glorp,glorp,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
glp1,70,GLP1,glp1,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
gluteusmaximusbyvirtuals,39,Gluteus Maximus by Virtuals,gluteu,2024-12-28T00:00:00,2025-02-04T00:00:00,True,,39,1.0
gme,86,GME,gme,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gmika,86,GMika,gmika,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
goatbased,8,goatbased,,,,True,,0,0.0
goats2,54,goats2,,,,True,,0,0.0
goatseusactii,83,Goatseus Act II,goatseus,2024-11-15T00:00:00,2025-01-23T00:00:00,True,,83,1.0
gobi,70,GOBI,gobi,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
gobisgobisgob,18,gobisgobisgob,,,,True,,0,0.0
goggles,86,goggles,,,,True,,0,0.0
gondola,86,Gondola,gondola,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gooby,86,Gooby,gooby,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
goodboy,42,GoodBoy,goodboy,2024-12-25T00:00:00,2025-02-04T00:00:00,True,,42,1.0
goodmorning3,82,Good Morning!,gm,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
goofy2,31,GOOFY,goofy,2025-01-05T00:00:00,2025-02-04T00:00:00,True,,31,1.0
googles,1,googles,,,,True,,0,0.0
gottitoken,86,Gotti Token,gotti,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gou,86,Gou,gou,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
gout,74,GOUT,gout,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
gpuairich,49,GPU ai Rich,rich,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
grass3,49,grass3,,,,True,,0,0.0
griffainnewhedgefund,41,Griffain New Hedge Fund,citadail,2024-12-26T00:00:00,2025-02-04T00:00:00,True,,41,1.0
groggobymattfurie,86,Groggo By Matt Furie,groggo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
grok2,85,Grok,$grok,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
groyper,86,Groyper,groyper,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
grumpycatcoin,74,Grumpy Cat Coin,grumpy,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
gua,71,GUA,gua,2024-11-26T00:00:00,2025-02-04T00:00:00,True,,71,1.0
guacamole,86,Guacamole,guac,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
guanciale,74,guanciale,,,,True,,0,0.0
guiinu,86,guiinu,,,,True,,0,0.0
gummy,86,GUMMY,gummy,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
h2w6gm6jz,46,h2w6gm6jz,h2w6gm6jz,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
habibisol,86,Habibi (Sol),habibi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hahayes,85,HahaYes,rizo,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
halforangedrinkinglemonade,86,Half Orange Drinking Lemonade,hodl,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
halloflegends,2,Hall of Legends,hol,2025-02-03T00:00:00,2025-02-04T00:00:00,True,,2,1.0
hami,86,HAMI,$hami,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hana,86,Hana,hana,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hanbao,83,Hanbao,hanbao,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
happycat2,70,Happy Cat,happy,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
harambe2,80,Harambe on Solana,harambe,2024-11-16T00:00:00,2025-02-04T00:00:00,True,,80,1.0
harold,86,Harold,harold,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
haroldonsol,74,Harold,harold,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
harrypottertrumphomersimpson777inu,86,HarryPotterTrumpHomerSimpson777Inu,ethereum,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hasbullascat,82,Hasbulla's Cat,barsik,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
hathor,86,hathor,,,,True,,0,0.0
hatom,84,hatom,,,,True,,0,0.0
hawk2,86,Hawk,hawk,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hedgewaterdao,1,hedgewaterdao,,,,True,,0,0.0
hedgythehedgehog,70,hedgythehedgehog,,,,True,,0,0.0
heeeheee,86,HeeeHeee,heehee,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hege,86,Hege,$hege,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hehecat,86,hehe,hehe,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hemule,86,Hemule,hemule,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
henlo,77,Henlo,henlo,2024-11-20T00:00:00,2024-12-03T00:00:00,True,,77,1.0
henlo2,60,henlo2,,,,True,,0,0.0
hermythestallion,57,Hermy The Stallion,hermy,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
highaf,67,High AF,ath,2024-11-30T00:00:00,2025-02-04T00:00:00,True,,67,1.0
higher,86,higher,,,,True,,0,0.0
hisnamegort,78,His name gort,gort,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
historyofpepe,86,History of Pepe,hope,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hogefinance,86,Hoge Finance,hoge,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
honk,86,Honk,honk,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hopcat,24,hop cat,hop,2025-01-12T00:00:00,2025-02-04T00:00:00,True,,24,1.0
hoppymeme,63,Hoppy,hoppy,2024-12-04T00:00:00,2025-02-04T00:00:00,True,,63,1.0
horny,55,$horny,$horny,2024-12-12T00:00:00,2025-02-04T00:00:00,True,,55,1.0
hotdoge2,50,Hot Doge,hotdoge,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
hovercat,12,hovercat,,,,True,,0,0.0
huahua,68,HUA HUA,huahua,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
hug,71,hug,,,,True,,0,0.0
hund,86,Hund,hund,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
huskyavax,86,Husky Avax,husky,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
hyena,36,hyena,,,,True,,0,0.0
ifscience,13,IF Science,ifsci,2025-01-23T00:00:00,2025-02-04T00:00:00,True,,13,1.0
iiiilovvvyouuuu,86,iiii lovvvv youuuu,ily,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ilence,70,$ilence,$ilence,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
illuminaticoin,86,IlluminatiCoin,nati,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ilovepuppies,86,I love puppies,puppies,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
imnotwrongimearly,78,imnotwrongimearly,early,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
indi,38,indi,,,,True,,0,0.0
inferno2,86,INFERNO,inf,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
infinitebackrooms,86,infinite backrooms,ib,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
intern,74,Intern,intern,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
internationalmemefund,54,International Meme Fund,imf,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
internetdoge,63,internetdoge,,,,True,,0,0.0
internosaur,57,Internosaur,$intern,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
inthememetime,10,In The MEME Time,itmt,2025-01-26T00:00:00,2025-02-04T00:00:00,True,,10,1.0
inusol,86,INU,inu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
investzone,86,investzone,,,,True,,0,0.0
ionabyvirtuals,0,ionabyvirtuals,,,,True,,0,0.0
iq50,86,IQ50,iq50,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
iq6900,51,IQ6900,iq,2024-12-16T00:00:00,2025-02-04T00:00:00,True,,51,1.0
ito,86,ITO,$ito,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ivy2,7,ivy2,,,,True,,0,0.0
jaihoz,21,jaihoz,,,,True,,0,0.0
jailbreakme,53,JailbreakMe,jail,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
jak,66,JAK,jak,2024-12-01T00:00:00,2025-02-04T00:00:00,True,,66,1.0
jamcat,83,jam cat,jam,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
janrotherat,63,Janro The Rat,janro,2024-12-04T00:00:00,2025-02-04T00:00:00,True,,63,1.0
jeff3,86,jeff3,,,,True,,0,0.0
jenhsunhuang,86,JHH,jhh,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
jeoboden,86,Jeo Boden,boden,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
jesuscoin,86,Jesus Coin,jesus,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
jewelsdagoat,77,Jewels Da Goat,jewels,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
jiffpom,70,Jiffpom,jiff,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
jinx,85,JINX,jinx,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
joecoin,83,Joe Coin,joe,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
johnmcaifee,78,John McAIfee,mcaifee,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
johnthecoin,86,John the Coin,john,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
joi,77,Joi,joi,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
jorkin,78,Jorkin,jorkin,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
justachillguy,64,Just a chill guy (ETH),chillguy,2024-12-03T00:00:00,2025-02-04T00:00:00,True,,64,1.0
justalotto,15,Just a LOTTO,$lotto,2025-01-21T00:00:00,2025-02-04T00:00:00,True,,15,1.0
justbuy1worthofthiscoin,68,just buy $1 worth of this coin,$1,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
justiceforpeanut,53,JUSTICE FOR PEANUT,jfp,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
justiceforpnutandfred,70,Justice for Pnut and Fred,justice,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
justiceforzachxbt,13,Justice for Zachxbt,zachxbt,2025-01-23T00:00:00,2025-02-04T00:00:00,True,,13,1.0
justkira,20,JUST KIRA,kirai,2025-01-16T00:00:00,2025-02-04T00:00:00,True,,20,1.0
k9financedao,86,K9 Finance DAO,knine,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
k9killedinshootout,77,K-9 Killed in Shootout,titan,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
kaiken,86,Kai Ken,kai,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
