sheet_name,too_few_rows,low_price_coverage,invalid_date,missing_required_columns,other_reason,final_included,reason
aped,False,False,False,False,False,True,
aquarius2,False,False,False,False,False,True,
aquathecoin,False,False,False,False,False,True,
arbdogeai,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
arbidoge,False,False,False,False,False,True,
aries,False,False,False,False,False,True,
ariethesealion,False,False,False,False,False,True,
astheria,False,False,False,False,False,True,
astropepex,False,False,False,False,False,True,
auraonsol,False,False,False,False,False,True,
auroraterminal,False,False,False,False,False,True,
autism2,False,False,False,False,False,True,
autonomousvirtualbeings,False,False,False,False,False,True,
avaai,False,False,False,False,False,True,
avachiangmainightsafariava,False,False,False,False,False,True,
avaxhasnochill,False,False,False,False,False,True,
avocato,False,False,False,False,False,True,
axi,False,False,False,False,False,True,
babybitcoin2,False,False,False,False,False,True,
babybnb,False,False,False,False,False,True,
babybonk,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
babydragonx,False,False,False,False,False,True,
babygrok,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
babyneiro2,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
babyneirotoken,False,False,False,False,False,True,
babypepe3,False,False,False,False,False,True,
babypnut2,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
babyshironeko,False,False,False,False,False,True,
babywen,False,False,False,False,False,True,
badcatsol,False,False,False,False,False,True,
badideaai,False,False,False,False,False,True,
ballsoffate,False,False,False,False,False,True,
bananacat,False,False,False,False,False,True,
bananaforscale,False,False,False,False,False,True,
bananaforscale2,False,False,False,False,False,True,
bananatapewall,False,False,False,False,False,True,
barbiecrashbandicootrfk88,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
based,False,False,False,False,False,True,
basktfun,False,False,False,False,False,True,
beercoin2,False,False,False,False,False,True,
believeinsomething,False,False,False,False,False,True,
believeinsomething2,False,False,False,False,False,True,
belikeblob,False,False,False,False,False,True,
benthedog,False,False,False,False,False,True,
bertramthepomeranian,False,False,False,False,False,True,
beth,False,False,False,False,False,True,
betmore,False,False,False,False,False,True,
biaoonsol,False,False,False,False,False,True,
biaoqing,False,False,False,False,False,True,
big,False,False,False,False,False,True,
bigcheungus,False,False,False,False,False,True,
bigdogfink,False,False,False,False,False,True,
bigjim,False,False,False,False,False,True,
bigpharmai,False,False,False,False,False,True,
billiondollarcatrunes,False,False,False,False,False,True,
billy,False,False,False,False,False,True,
bingusthecat,False,False,False,False,False,True,
birddog,False,False,False,False,False,True,
bitbonk,False,False,False,False,False,True,
bitcat2,False,False,False,False,False,True,
bitcat3,False,False,False,False,False,True,
bitcoinact,False,False,False,False,False,True,
blackagnus,False,False,False,False,False,True,
blackunicorncorp,False,False,False,False,False,True,
blinkdotfun,False,False,False,False,False,True,
blinksgg,False,False,False,False,False,True,
blk2100,False,False,False,False,False,True,
blobanapet,False,False,False,False,False,True,
bloomspergterminal,False,False,False,False,False,True,
bobacat,False,False,False,False,False,True,
bobaoppa,False,False,False,False,False,True,
boblles,False,False,False,False,False,True,
bobocoin,False,False,False,False,False,True,
bobthesnek,False,False,False,False,False,True,
bobtoken,False,False,False,False,False,True,
bog,False,False,False,False,False,True,
bogus,False,False,False,False,False,True,
bongocat,False,False,False,False,False,True,
bonsaitoken,False,False,False,False,False,True,
booji,False,False,False,False,False,True,
boop2,False,False,False,False,False,True,
boop3,False,False,False,False,False,True,
bopcat,False,False,False,False,False,True,
bozohybrid,False,False,False,False,False,True,
brainlet2,False,False,False,False,False,True,
brainrot,False,False,False,False,False,True,
brettmemecoin,False,False,False,False,False,True,
brot,False,False,False,False,False,True,
brothecat,False,False,False,False,False,True,
bueno,False,False,False,False,False,True,
buildonbnb,False,False,False,False,False,True,
burnedfi,False,False,False,False,False,True,
buttholecoin,False,False,False,False,False,True,
buu,False,False,False,False,False,True,
byte,False,False,False,False,False,True,
cancer,False,False,False,False,False,True,
capricorn2,False,False,False,False,False,True,
carloacutis,False,False,False,False,False,True,
cas9,False,False,False,False,False,True,
catalorian,False,False,False,False,False,True,
catana,False,False,False,False,False,True,
catcoincash,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
catdog,False,False,False,False,False,True,
catecoin,False,False,False,False,False,True,
catex,False,False,False,False,False,True,
catgirl,False,False,False,False,False,True,
catownkimono,False,False,False,False,False,True,
catslap,False,False,False,False,False,True,
catwifbag,False,False,False,False,False,True,
catwifhat2,False,False,False,False,False,True,
cctv,False,False,False,False,False,True,
centience,False,False,False,False,False,True,
chadcat,False,False,False,False,False,True,
chadcoin,False,False,False,False,False,True,
chaosanddisorder,False,False,False,False,False,True,
chartreuxcat,False,False,False,False,False,True,
chatgptsmascot,False,False,False,False,False,True,
cheems,False,False,False,False,False,True,
cheese2,False,False,False,False,False,True,
cheese3,False,False,False,False,False,True,
cheeseball,False,False,False,False,False,True,
cheshiregrin,False,False,False,False,False,True,
cheyenne,False,False,False,False,False,True,
chibawan,False,False,False,False,False,True,
chillgirl,False,False,False,False,False,True,
choccymilkcat,False,False,False,False,False,True,
chonky,False,False,False,False,False,True,
chudjak,False,False,False,False,False,True,
clapcat,False,False,False,False,False,True,
claude,False,False,False,False,False,True,
coal2,False,False,False,False,False,True,
coby,False,False,False,False,False,True,
cococoin,False,False,False,False,False,True,
codergf,False,False,False,False,False,True,
codetoken,False,False,False,False,False,True,
comedian,False,False,False,False,False,True,
convo,False,False,False,False,False,True,
corgiinu2,False,False,False,False,False,True,
corn2,False,False,False,False,False,True,
costcohotdog,False,False,False,False,False,True,
crab,False,False,False,False,False,True,
crashout,False,False,False,False,False,True,
craze,False,False,False,False,False,True,
crowwithknife,False,False,False,False,False,True,
cryptoboomcoinofficial,False,False,False,False,False,True,
cryptoczar,False,False,False,False,False,True,
csi888,False,False,False,False,False,True,
cultofpepe,False,False,False,False,False,True,
cumrocket,False,False,False,False,False,True,
cupsey,False,False,False,False,False,True,
cyberdoge3,False,False,False,False,False,True,
daddychill,False,False,False,False,False,True,
daddytate,False,False,False,False,False,True,
dancingtriangle2,False,False,False,False,False,True,
darkmaga,False,False,False,False,False,True,
darksun,False,False,False,False,False,True,
dasha,False,False,False,False,False,True,
deepworm,False,False,False,False,False,True,
defrogs,False,False,False,False,False,True,
degenspartanai,False,False,False,False,False,True,
dejitarutsuka,False,False,False,False,False,True,
departmentofgovefficiency,False,False,False,False,False,True,
departmentofgovernmentefficiency3,False,False,False,False,False,True,
derdaku,False,False,False,False,False,True,
devinonsolana,False,False,False,False,False,True,
dingocoin,False,False,False,False,False,True,
dinolfg,False,False,False,False,False,True,
divinelyprotected,False,False,False,False,False,True,
dna,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
dogaiwtf,False,False,False,False,False,True,
dogami,False,False,False,False,False,True,
dogc,False,False,False,False,False,True,
doge,False,False,False,False,False,True,
dogebonk,False,False,False,False,False,True,
dogecast,False,False,False,False,False,True,
dogecast2,False,False,False,False,False,True,
dogefather2,False,False,False,False,False,True,
dogefather3,False,False,False,False,False,True,
dogegf,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
dogejonesindustrialaverage,False,False,False,False,False,True,
dogemascotshibu,False,False,False,False,False,True,
dogemojionsolana,False,False,False,False,False,True,
dogeonsolana,False,False,False,False,False,True,
dogfoodtoken,False,False,False,False,False,True,
doggo3,False,False,False,False,False,True,
doggoinu,False,False,False,False,False,True,
doginhood,False,False,False,False,False,True,
doginthpool,False,False,False,False,False,True,
doglibre,False,False,False,False,False,True,
dogwifnuchucks,False,False,False,False,False,True,
dogwithappleinmouth,False,False,False,False,False,True,
dolanduck,False,False,False,False,False,True,
dollarmoon2,False,False,False,False,False,True,
dolosthebully,False,False,False,False,False,True,
donaldtremp,False,False,False,False,False,True,
dontbuyinu,False,False,False,False,False,True,
dontdie,False,False,False,False,False,True,
doom,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
dorklord2,False,False,False,False,False,True,
dotcom,False,False,False,False,False,True,
draggycto,False,False,False,False,False,True,
drip,False,False,False,False,False,True,
drpepeai,False,False,False,False,False,True,
duckai,False,False,False,False,False,True,
duckthedoug,False,False,False,False,False,True,
ducky,False,False,False,False,False,True,
duko,False,False,False,False,False,True,
eagleoftruth,False,False,False,False,False,True,
earl,False,False,False,False,False,True,
effectiveaccelerationism,False,False,False,False,False,True,
eggdog,False,False,False,False,False,True,
elgato,False,False,False,False,False,True,
eliza,False,False,False,False,False,True,
elon,False,False,False,False,False,True,
eloniatrump,False,False,False,False,False,True,
elonrwa,False,False,False,False,False,True,
elonspetsnail,False,False,False,False,False,True,
elsapopepe,False,False,False,False,False,True,
endfederalreserve,False,False,False,False,False,True,
enkrypto,False,False,False,False,False,True,
estee,False,False,False,False,False,True,
ethbull,False,False,False,False,False,True,
ethereumisgood,False,False,False,False,False,True,
evan2,False,False,False,False,False,True,
expert_money,False,False,False,False,False,True,
eyeearn,False,False,False,False,False,True,
fairfun,False,False,False,False,False,True,
faml,False,False,False,False,False,True,
fatgf,False,False,False,False,False,True,
feces,False,False,False,False,False,True,
fefeoneth,False,False,False,False,False,True,
fegtoken2,False,False,False,False,False,True,
feistydogenft,False,False,False,False,False,True,
fighttomaga,False,False,False,False,False,True,
fijiexe,False,False,False,False,False,True,
fine2,False,False,False,False,False,True,
firstconvictedraccon,False,False,False,False,False,True,
firstreply,False,False,False,False,False,True,
fishkoin,False,False,False,False,False,True,
fisttrumppump,False,False,False,False,False,True,
flatearthcoin,False,False,False,False,False,True,
flaviaisonline,False,False,False,False,False,True,
fleabone,False,False,False,False,False,True,
floofnoodles,False,False,False,False,False,True,
floos,False,False,False,False,False,True,
floppacat,False,False,False,False,False,True,
florkcto,False,False,False,False,False,True,
flowerai,False,False,False,False,False,True,
fofar,False,False,False,False,False,True,
fomo3d,False,False,False,False,False,True,
fomoradioai,False,False,False,False,False,True,
forest,False,False,False,False,False,True,
forky2,False,False,False,False,False,True,
freeshaynecoplan,False,False,False,False,False,True,
freespeech2,False,False,False,False,False,True,
frensofelon,False,False,False,False,False,True,
fric,False,False,False,False,False,True,
frodothevirtualsamurai,False,False,False,False,False,True,
frog3,False,False,False,False,False,True,
frogevip,False,False,False,False,False,True,
frox,False,False,False,False,False,True,
fu,False,False,False,False,False,True,
fug,False,False,False,False,False,True,
fug2,False,False,False,False,False,True,
fuku2,False,False,False,False,False,True,
furnancialadvisor,False,False,False,False,False,True,
fxn,False,False,False,False,False,True,
gamestop,False,False,False,False,False,True,
gameswift,False,False,False,False,False,True,
gdog,False,False,False,False,False,True,
gegagedigedagedago,False,False,False,False,False,True,
gemini2,False,False,False,False,False,True,
gemxbt,False,False,False,False,False,True,
generationalwealth3,False,False,False,False,False,True,
genzquant,False,False,False,False,False,True,
gikocat,False,False,False,False,False,True,
ginnan,False,False,False,False,False,True,
ginnanthecat,False,False,False,False,False,True,
glorp,False,False,False,False,False,True,
glp1,False,False,False,False,False,True,
gluteusmaximusbyvirtuals,False,False,False,False,False,True,
gme,False,False,False,False,False,True,
gmika,False,False,False,False,False,True,
goatseusactii,False,False,False,False,False,True,
gobi,False,False,False,False,False,True,
gondola,False,False,False,False,False,True,
gooby,False,False,False,False,False,True,
goodboy,False,False,False,False,False,True,
goodmorning3,False,False,False,False,False,True,
goofy2,False,False,False,False,False,True,
gottitoken,False,False,False,False,False,True,
gou,False,False,False,False,False,True,
gout,False,False,False,False,False,True,
gpuairich,False,False,False,False,False,True,
griffainnewhedgefund,False,False,False,False,False,True,
groggobymattfurie,False,False,False,False,False,True,
grok2,False,False,False,False,False,True,
groyper,False,False,False,False,False,True,
grumpycatcoin,False,False,False,False,False,True,
gua,False,False,False,False,False,True,
guacamole,False,False,False,False,False,True,
gummy,False,False,False,False,False,True,
h2w6gm6jz,False,False,False,False,False,True,
habibisol,False,False,False,False,False,True,
hahayes,False,False,False,False,False,True,
halforangedrinkinglemonade,False,False,False,False,False,True,
hami,False,False,False,False,False,True,
hana,False,False,False,False,False,True,
hanbao,False,False,False,False,False,True,
happycat2,False,False,False,False,False,True,
harambe2,False,False,False,False,False,True,
harold,False,False,False,False,False,True,
haroldonsol,False,False,False,False,False,True,
harrypottertrumphomersimpson777inu,False,False,False,False,False,True,
hasbullascat,False,False,False,False,False,True,
hawk2,False,False,False,False,False,True,
heeeheee,False,False,False,False,False,True,
hege,False,False,False,False,False,True,
hehecat,False,False,False,False,False,True,
hemule,False,False,False,False,False,True,
henlo,False,False,False,False,False,True,
hermythestallion,False,False,False,False,False,True,
highaf,False,False,False,False,False,True,
hisnamegort,False,False,False,False,False,True,
historyofpepe,False,False,False,False,False,True,
hogefinance,False,False,False,False,False,True,
honk,False,False,False,False,False,True,
hoppymeme,False,False,False,False,False,True,
horny,False,False,False,False,False,True,
hotdoge2,False,False,False,False,False,True,
huahua,False,False,False,False,False,True,
hund,False,False,False,False,False,True,
huskyavax,False,False,False,False,False,True,
iiiilovvvyouuuu,False,False,False,False,False,True,
ilence,False,False,False,False,False,True,
illuminaticoin,False,False,False,False,False,True,
ilovepuppies,False,False,False,False,False,True,
imnotwrongimearly,False,False,False,False,False,True,
inferno2,False,False,False,False,False,True,
infinitebackrooms,False,False,False,False,False,True,
intern,False,False,False,False,False,True,
internationalmemefund,False,False,False,False,False,True,
internosaur,False,False,False,False,False,True,
inusol,False,False,False,False,False,True,
iq50,False,False,False,False,False,True,
iq6900,False,False,False,False,False,True,
ito,False,False,False,False,False,True,
jailbreakme,False,False,False,False,False,True,
jak,False,False,False,False,False,True,
jamcat,False,False,False,False,False,True,
janrotherat,False,False,False,False,False,True,
jenhsunhuang,False,False,False,False,False,True,
jeoboden,False,False,False,False,False,True,
jesuscoin,False,False,False,False,False,True,
jewelsdagoat,False,False,False,False,False,True,
jiffpom,False,False,False,False,False,True,
jinx,False,False,False,False,False,True,
joecoin,False,False,False,False,False,True,
johnmcaifee,False,False,False,False,False,True,
johnthecoin,False,False,False,False,False,True,
joi,False,False,False,False,False,True,
jorkin,False,False,False,False,False,True,
justachillguy,False,False,False,False,False,True,
justbuy1worthofthiscoin,False,False,False,False,False,True,
justiceforpeanut,False,False,False,False,False,True,
justiceforpnutandfred,False,False,False,False,False,True,
k9financedao,False,False,False,False,False,True,
k9killedinshootout,False,False,False,False,False,True,
kaiken,False,False,False,False,False,True,
kandoai,False,False,False,False,False,True,
kappy,False,False,False,False,False,True,
katanainu,False,False,False,False,False,True,
keanu,False,False,False,False,False,True,
keepgambling,False,False,False,False,False,True,
keketerminal,False,False,False,False,False,True,
kekistan,False,False,False,False,False,True,
kekiusmaximus,False,False,False,False,False,True,
kenduinu,False,False,False,False,False,True,
keyboardcat,False,False,False,False,False,True,
khaokheowzoo,False,False,False,False,False,True,
kibainu,False,False,False,False,False,True,
kiboshib,False,False,False,False,False,True,
kiki2,False,False,False,False,False,True,
kimbo,False,False,False,False,False,True,
kira3,False,False,False,False,False,True,
kirakuru,False,False,False,False,False,True,
kishuinu,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
kittekoin,False,False,False,False,False,True,
kittenhaimer,False,False,False,False,False,True,
kizuna,False,False,False,False,False,True,
klaus,False,False,False,False,False,True,
knotdiffiehellman,False,False,False,False,False,True,
knutfromzoo,False,False,False,False,False,True,
koalaai,False,False,False,False,False,True,
kolin2,False,False,False,False,False,True,
komainu,False,False,False,False,False,True,
kotaro,False,False,False,False,False,True,
koto2,False,False,False,False,False,True,
kpopkpopfun,False,False,False,False,False,True,
kwantxbt,False,False,False,False,False,True,
kween,False,False,False,False,False,True,
kyra,False,False,False,False,False,True,
lambosforvirgins,False,False,False,False,False,True,
landwolf2,False,False,False,False,False,True,
larpdetectiveagency,False,False,False,False,False,True,
leaai,False,False,False,False,False,True,
leash,False,False,False,False,False,True,
ledogdog,False,False,False,False,False,True,
legend,False,False,False,False,False,True,
leo2,False,False,False,False,False,True,
leper,False,False,False,False,False,True,
lethimcook,False,False,False,False,False,True,
letsfarty,False,False,False,False,False,True,
letsgetthisbread,False,False,False,False,False,True,
letthatsinkin,False,False,False,False,False,True,
libra4,False,False,False,False,False,True,
lifedog,False,False,False,False,False,True,
lilyscoin,False,False,False,False,False,True,
limbo,False,False,False,False,False,True,
lingyan,False,False,False,False,False,True,
linkonsol,False,False,False,False,False,True,
lioncat,False,False,False,False,False,True,
litecoinmascot,False,False,False,False,False,True,
literallyme,False,False,False,False,False,True,
littlemanyu,False,False,False,False,False,True,
lmeow2,False,False,False,False,False,True,
loafcat,False,False,False,False,False,True,
lockin,False,False,False,False,False,True,
logosai,False,False,False,False,False,True,
lol3,False,False,False,False,False,True,
lola3,False,False,False,False,False,True,
lolcat2,False,False,False,False,False,True,
loner,False,False,False,False,False,True,
long4,False,False,False,False,False,True,
loobybystephenbliss,False,False,False,False,False,True,
lookbro,False,False,False,False,False,True,
loulou,False,False,False,False,False,True,
lovelyinufinance,False,False,False,False,False,True,
lowqualitycat,False,False,False,False,False,True,
lucedog,False,False,False,False,False,True,
luci,False,False,False,False,False,True,
luckydog,False,False,False,False,False,True,
luffyinu,False,False,False,False,False,True,
lumi3,False,False,False,False,False,True,
lunabyvirtuals,False,False,False,False,False,True,
m3m3,False,False,False,False,False,True,
mad2,False,False,False,False,False,True,
madonnadelgatto,False,False,False,False,False,True,
magaagain,False,False,False,False,False,True,
magafightfortrump,False,False,False,False,False,True,
magahat,False,False,False,False,False,True,
magaverse,False,False,False,False,False,True,
magnet2,False,False,False,False,False,True,
maincharacter,False,False,False,False,False,True,
maincharacterenergy,False,False,False,False,False,True,
majorfrog,False,False,False,False,False,True,
make,False,False,False,False,False,True,
makeamericahealthyagain,False,False,False,False,False,True,
malakai,False,False,False,False,False,True,
maneki,False,False,False,False,False,True,
manifestonsol,False,False,False,False,False,True,
mao3,False,False,False,False,False,True,
marketdominance,False,False,False,False,False,True,
markkacy,False,False,False,False,False,True,
mars2,False,False,False,False,False,True,
marvininu2,False,False,False,False,False,True,
matt0x79,False,False,False,False,False,True,
max2,False,False,False,False,False,True,
maxoneth,False,False,False,False,False,True,
maya,False,False,False,False,False,True,
mcdull,False,False,False,False,False,True,
medusa2,False,False,False,False,False,True,
mellowman,False,False,False,False,False,True,
melo,False,False,False,False,False,True,
melondog,False,False,False,False,False,True,
memeanarchicnumismaticasset,False,False,False,False,False,True,
memecoingirl,False,False,False,False,False,True,
memecoinmillionaire,False,False,False,False,False,True,
memesai,False,False,False,False,False,True,
men,False,False,False,False,False,True,
meow,False,False,False,False,False,True,
meowmeowmeowmeow,False,False,False,False,False,True,
metamonopoly,False,False,False,False,False,True,
metformin,False,False,False,False,False,True,
michicoin,False,False,False,False,False,True,
miladywifhat,False,False,False,False,False,True,
milkbag,False,False,False,False,False,True,
mimany,False,False,False,False,False,True,
mindzero,False,False,False,False,False,True,
minetardai,False,False,False,False,False,True,
minidoge3,False,False,False,False,False,True,
minimini,False,False,False,False,False,True,
mist2,False,False,False,False,False,True,
mizuki,False,False,False,False,False,True,
moai,False,False,False,False,False,True,
moe4,False,False,False,False,False,True,
moew,False,False,False,False,False,True,
monaarcane,False,False,False,False,False,True,
mongcoin,False,False,False,False,False,True,
monkeyhaircut,False,False,False,False,False,True,
monkeypox,False,False,False,False,False,True,
monkeysolinu,False,False,False,False,False,True,
moodeng2,False,False,False,False,False,True,
moonbag,False,False,False,False,False,True,
moonscape2,False,False,False,False,False,True,
morris,False,False,False,False,False,True,
morud,False,False,False,False,False,True,
moss,False,False,False,False,False,True,
moth2,False,False,False,False,False,True,
motheriggy,False,False,False,False,False,True,
mrmayonnaisethecat,False,False,False,False,False,True,
mstr2100,False,False,False,False,False,True,
mumuthebull3,False,False,False,False,False,True,
muskit,False,False,False,False,False,True,
musmecoin,False,False,False,False,False,True,
mut,False,False,False,False,False,True,
myro,False,False,False,False,False,True,
mystery2,False,False,False,False,False,True,
nailong,False,False,False,False,False,True,
naitzsche,False,False,False,False,False,True,
nakedjim,False,False,False,False,False,True,
nasdaq420,False,False,False,False,False,True,
navalai,False,False,False,False,False,True,
ndx6900,False,False,False,False,False,True,
neirei,False,False,False,False,False,True,
neiro,False,False,False,False,False,True,
neiro2,False,False,False,False,False,True,
neirooneth,False,False,False,False,False,True,
neroboss,False,False,False,False,False,True,
neversol,False,False,False,False,False,True,
newbabyelephanthoustonzoo,False,False,False,False,False,True,
newbornhaggispygmyhippo,False,False,False,False,False,True,
nightfury,False,False,False,False,False,True,
ninjasquad,False,False,False,False,False,True,
no1tiktokcat,False,False,False,False,False,True,
nomansland,False,False,False,False,False,True,
nomnom,False,False,False,False,False,True,
noods,False,False,False,False,False,True,
noooomeme,False,False,False,False,False,True,
nothing4,False,False,False,False,False,True,
novaonmars,False,False,False,False,False,True,
npconsolana,False,False,False,False,False,True,
nullmatrix,False,False,False,False,False,True,
number,False,False,False,False,False,True,
numogram,False,False,False,False,False,True,
nutcoinmeme,False,False,False,False,False,True,
nya,False,False,False,False,False,True,
nyanmemecoin,False,False,False,False,False,True,
obipnutkenobi,False,False,False,False,False,True,
obot,False,False,False,False,False,True,
offcialmascotoftheholyyear,False,False,False,False,False,True,
ogroaringkitty,False,False,False,False,False,True,
ogsminem,False,False,False,False,False,True,
okane,False,False,False,False,False,True,
omega2,False,False,False,False,False,True,
omnicat,False,False,False,False,False,True,
oneunchillgal,False,False,False,False,False,True,
optimusai,False,False,False,False,False,True,
opus2,False,False,False,False,False,True,
opxlive,False,False,False,False,False,True,
orbit3,False,False,False,False,False,True,
orc,False,False,False,False,False,True,
oscar,False,False,False,False,False,True,
pajamascat,False,False,False,False,False,True,
patriot,False,False,False,False,False,True,
peanie,False,False,False,False,False,True,
peanut2,False,False,False,False,False,True,
peanut3,False,False,False,False,False,True,
peepoeth,False,False,False,False,False,True,
peipeicoinvip,False,False,False,False,False,True,
peng,False,False,False,False,False,True,
pepe20,False,False,False,False,False,True,
pepeai2,False,False,False,False,False,True,
pepefork,False,False,False,False,False,True,
pepeinamemesworld,False,False,False,False,False,True,
pepesol,False,False,False,False,False,True,
pepethekingprawn,False,False,False,False,False,True,
pepetrump,False,False,False,False,False,True,
pepoclown,False,False,False,False,False,True,
pestothebabykingpenguin,False,False,False,False,False,True,
petunia,False,False,False,False,False,True,
phil,False,False,False,False,False,True,
pigeontech,False,False,False,False,False,True,
pikaboss,False,False,False,False,False,True,
pillzumi,False,False,False,False,False,True,
pingdog,False,False,False,False,False,True,
pino,False,False,False,False,False,True,
pippin,False,False,False,False,False,True,
pisces,False,False,False,False,False,True,
planktoninpain,False,False,False,False,False,True,
pledge2,False,False,False,False,False,True,
pnutsforsquirrel,False,False,False,False,False,True,
pnutssister,False,False,False,False,False,True,
pochita,False,False,False,False,False,True,
polydoge,False,False,False,False,False,True,
ponk2,False,False,False,False,False,True,
poochi,False,False,False,False,False,True,
popdog,False,False,False,False,False,True,
popo2,False,False,False,False,False,True,
popothefrog,False,False,False,False,False,True,
poppy,False,False,False,False,False,True,
poupe,False,False,False,False,False,True,
powsche,False,False,False,False,False,True,
praist,False,False,False,False,False,True,
presidentexe,False,False,False,False,False,True,
principalsnetwork,False,False,False,False,False,True,
project89,False,False,False,False,False,True,
projectaeon,False,False,False,False,False,True,
prophetofethereum,False,False,False,False,False,True,
puffy,False,False,False,False,False,True,
pump2,False,False,False,False,False,True,
pundu,False,False,False,False,False,True,
pupsordinals,False,False,False,False,False,True,
purplepepe,False,False,False,False,False,True,
qstar,False,False,False,False,False,True,
quantifyai,False,False,False,False,False,True,
quasar3,False,False,False,False,False,True,
ratescape,False,False,False,False,False,True,
rawr,False,False,False,False,False,True,
real2,False,False,False,False,False,True,
realisworlds,False,False,False,False,False,True,
realsmurfcat,False,False,False,False,False,True,
realworldai,False,False,False,False,False,True,
redgenesis,False,False,False,False,False,True,
redsiberianhusky,False,False,False,False,False,True,
reflectionsofdissonanceai,False,False,False,False,False,True,
rekt4,False,False,False,False,False,True,
retardio,False,False,False,False,False,True,
rex3,False,False,False,False,False,True,
ribbit2,False,False,False,False,False,True,
richquack,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
rifampicin,False,False,False,False,False,True,
riko,False,False,False,False,False,True,
rizo,False,False,False,False,False,True,
rizzmas,False,False,False,False,False,True,
rnttoken,False,False,False,False,False,True,
roastmaster9000,False,False,False,False,False,True,
rock3,False,False,False,False,False,True,
rockytherock,False,False,False,False,False,True,
roflcopter,False,False,False,False,False,True,
ronnie,False,False,False,False,False,True,
ropirito,False,False,False,False,False,True,
rsnoofi,False,False,False,False,False,True,
runneroneth,False,False,False,False,False,True,
ruritruthterminalscrush,False,False,False,False,False,True,
ryujin,False,False,False,False,False,True,
saadboi,False,False,False,False,False,True,
sadant,False,False,False,False,False,True,
sadhamster,False,False,False,False,False,True,
safukekgigafundz888,False,False,False,False,False,True,
sageuniverse,False,False,False,False,False,True,
sagittarius,False,False,False,False,False,True,
salvatormundi,False,False,False,False,False,True,
samoyedcoin,False,False,False,False,False,True,
santa2,False,False,False,False,False,True,
santahat,False,False,False,False,False,True,
sbrsol,False,False,False,False,False,True,
schizoterminal,False,False,False,False,False,True,
scihub,False,False,False,False,False,True,
scorpio,False,False,False,False,False,True,
scratch3,False,False,False,False,False,True,
screaminghyrax,False,False,False,False,False,True,
sealsreadytocrackpengusice,False,False,False,False,False,True,
selfiedogcoin,False,False,False,False,False,True,
send2,False,False,False,False,False,True,
sendor,False,False,False,False,False,True,
sensus,False,False,False,False,False,True,
sentientai,False,False,False,False,False,True,
sharbi,False,False,False,False,False,True,
sharkcat,False,False,False,False,False,True,
sharki,False,False,False,False,False,True,
sherises,False,False,False,False,False,True,
shibaclassic2,False,False,False,False,False,True,
shibadoge,False,False,False,False,True,False,dropped_in_preprocess:no_valid_rows_after_filters
shibapredator,False,False,False,False,False,True,
shibashootout,False,False,False,False,False,True,
shibawing,False,False,False,False,False,True,
shibwifhatcoin,False,False,False,False,False,True,
shifu,False,False,False,False,False,True,
shinainu,False,False,False,False,False,True,
shitcoin3,False,False,False,False,False,True,
shoggoth,False,False,False,False,False,True,
shrub,False,False,False,False,False,True,
shrub2,False,False,False,False,False,True,
sigma,False,False,False,False,False,True,
sillydragon,False,False,False,False,False,True,
sillynubcat,False,False,False,False,False,True,
simmitoken,False,False,False,False,False,True,
simsai,False,False,False,False,False,True,
singularry,False,False,False,False,False,True,
size,False,False,False,False,False,True,
skainet,False,False,False,False,False,True,
skibiditoilet2,False,False,False,False,False,True,
slop,False,False,False,False,False,True,
slopfather,False,False,False,False,False,True,
slothana,False,False,False,False,False,True,
smilingdolphin,False,False,False,False,False,True,
smokingchickenfish,False,False,False,False,False,True,
snakewifhat,False,False,False,False,False,True,
snapkero,False,False,False,False,False,True,
sofacat,False,False,False,False,False,True,
solama,False,False,False,False,False,True,
solarisai,False,False,False,False,False,True,
solcat,False,False,False,False,False,True,
solchat,False,False,False,False,False,True,
solnic,False,False,False,False,False,True,
speedy2,False,False,False,False,False,True,
spikeoneth,False,False,False,False,False,True,
spinningcat,False,False,False,False,False,True,
splashdog,False,False,False,False,False,True,
spunkysdx,False,False,False,False,False,True,
spx690020,False,False,False,False,False,True,
sqrfund,False,False,False,False,False,True,
squidgrow2,False,False,False,False,False,True,
stardoge,False,False,False,False,False,True,
starecat,False,False,False,False,False,True,
staringrobot,False,False,False,False,False,True,
stars2,False,False,False,False,False,True,
stashinu,False,False,False,False,False,True,
stick,False,False,False,False,False,True,
stonks4,False,False,False,False,False,True,
strategicbitcoinreserve,False,False,False,False,False,True,
strategichubforinnovationinblockchain,False,False,False,False,False,True,
styrosteve,False,False,False,False,False,True,
successkid,False,False,False,False,False,True,
supercyclereal,False,False,False,False,False,True,
