sheet_name,token,ticker,rows,first_date,last_date,price_non_null
keketerminal,KEKE Terminal,keke,65,2024-11-29,2025-02-01,65
kekistan,Kekistan,kek,82,2024-11-11,2025-02-01,82
kekiusmaximus,Kekius Maximus,kekius,44,2024-12-20,2025-02-01,44
kenduinu,Kendu Inu,kendu,80,2024-11-12,2025-02-01,80
keyboardcat,Keyboard Cat,keycat,78,2024-11-15,2025-02-01,78
khaokheowzoo,khaokheowzoo,kheowzoo,65,2024-11-29,2025-02-01,65
kibainu,Kiba Inu,kiba,81,2024-11-11,2025-02-01,81
kiboshib,KiboShib,kibshi,82,2024-11-11,2025-02-01,82
kiki2,KIKI,kiki,41,2024-12-23,2025-02-01,41
kimbo,Kimbo,kimbo,82,2024-11-11,2025-02-01,82
kira3,KIRA,kira,67,2024-11-27,2025-02-01,67
kirakuru,KiraKuru,kra,48,2024-12-16,2025-02-01,48
kittekoin,Kittekoin,koin,31,2024-11-11,2025-01-25,31
kittenhaimer,Kitten Haimer,khai,82,2024-11-11,2025-02-01,82
kizuna,Kizuna,kizuna,77,2024-11-11,2025-01-28,77
klaus,KLAUS,klaus,81,2024-11-11,2025-02-01,81
knotdiffiehellman,Knot Diffie-Hellman,knot,53,2024-12-11,2025-02-01,53
knutfromzoo,Knut From Zoo,knut,38,2024-12-25,2025-02-01,38
koalaai,KOALA AI,koko,82,2024-11-11,2025-02-01,82
kolin2,Kolin,kolin,64,2024-11-30,2025-02-01,64
komainu,Koma Inu,koma,82,2024-11-11,2025-02-01,82
kotaro,Kotaro,kotaro,70,2024-11-21,2025-02-01,70
koto2,Koto,koto,67,2024-11-27,2025-02-01,67
kpopkpopfun,KPOP (kpop.fun),kpop,49,2024-12-13,2025-02-01,49
kwantxbt,kwantxbt,kwant,50,2024-12-14,2025-02-01,50
kween,KWEEN,kween,47,2024-12-17,2025-02-01,47
kyra,KYRA,kyra,78,2024-11-12,2025-02-01,78
lambosforvirgins,LambosForVirgins,virgin,52,2024-12-06,2025-01-31,52
landwolf2,Landwolf,wolf,67,2024-11-27,2025-02-01,67
larpdetectiveagency,Larp Detective Agency,$agency,40,2024-12-24,2025-02-01,40
leaai,LEA AI,lea,68,2024-11-26,2025-02-01,68
leash,Doge Killer,leash,82,2024-11-11,2025-02-01,82
ledogdog,LEDOG (DOG),dog,80,2024-11-11,2025-02-01,80
legend,LEGEND,legend,57,2024-12-07,2025-02-01,57
leo2,Leo,leo,73,2024-11-21,2025-02-01,73
leper,LEPER,leper,78,2024-11-15,2025-02-01,78
lethimcook,Let Him Cook,$cook,82,2024-11-11,2025-02-01,82
letsfarty,Let's Farty,farty,30,2025-01-03,2025-02-01,30
letsgetthisbread,Lets Get This Bread,lgtb,47,2024-12-17,2025-02-01,47
letthatsinkin,Let that sink in,sink,78,2024-11-15,2025-02-01,78
libra4,Libra,libra,72,2024-11-21,2025-02-01,72
lifedog,lifedog,lfdog,59,2024-12-05,2025-02-01,59
lilyscoin,Lily's Coin,lily,82,2024-11-11,2025-02-01,82
limbo,LIMBO,limbo,59,2024-12-05,2025-02-01,59
lingyan,Lingyan,lingyan,77,2024-11-15,2025-02-01,77
linkonsol,Link on Sol,link,71,2024-11-20,2025-02-01,71
lioncat,Lion Cat,lcat,78,2024-11-11,2025-02-01,78
litecoinmascot,Litecoin Mascot,lester,74,2024-11-20,2025-02-01,74
literallyme,Literally Me,me,82,2024-11-11,2025-02-01,82
littlemanyu,littlemanyu,manyu,82,2024-11-11,2025-02-01,82
lmeow2,lmeow,lmeow,82,2024-11-11,2025-02-01,82
loafcat,LOAFCAT,loafcat,82,2024-11-11,2025-02-01,82
lockin,LOCK IN,lockin,74,2024-11-20,2025-02-01,74
logosai,LOGOSAI,logos,54,2024-12-10,2025-02-01,54
lol3,LOL,lol,79,2024-11-11,2025-02-01,79
lola3,Lola,lola,59,2024-12-05,2025-02-01,59
lolcat2,Lolcat,lolcat,81,2024-11-11,2025-02-01,81
loner,loner,loner,51,2024-12-13,2025-02-01,51
long4,LONG,long,57,2024-12-06,2025-02-01,57
loobybystephenbliss,Looby by Stephen Bliss,looby,70,2024-11-23,2025-02-01,70
lookbro,Look bro,look,80,2024-11-11,2025-02-01,80
loulou,LOULOU,loulou,81,2024-11-11,2025-02-01,81
lovelyinufinance,Lovely Inu Finance,lovely,82,2024-11-11,2025-02-01,82
lowqualitycat,Low Quality Cat,lqc,81,2024-11-11,2025-02-01,81
lucedog,Luce Dog,santino,77,2024-11-15,2025-02-01,77
luci,LUCI,luci,82,2024-11-11,2025-02-01,82
luckydog,Lucky Dog,lucky,73,2024-11-20,2025-02-01,73
luffyinu,Luffy,luffy,51,2024-12-13,2025-02-01,51
lumi3,LUMI,lumi,55,2024-12-09,2025-02-01,55
lunabyvirtuals,Luna by Virtuals,luna,56,2024-12-08,2025-02-01,56
m3m3,M3M3,m3m3,44,2024-12-20,2025-02-01,44
mad2,MAD,mad,82,2024-11-11,2025-02-01,82
madonnadelgatto,Madonna del gatto,gatto,40,2024-12-20,2025-01-28,40
magaagain,MAGA Again,magaa,81,2024-11-11,2025-02-01,81
magafightfortrump,MAGA: Fight for Trump,trumpcoin,80,2024-11-12,2025-02-01,80
magahat,MAGA Hat,maga,82,2024-11-11,2025-02-01,82
magaverse,Magaverse,mvrs,46,2024-12-18,2025-02-01,46
magnet2,Magnet,magnet,80,2024-11-12,2025-02-01,80
maincharacter,Main Character,main,73,2024-11-20,2025-02-01,73
maincharacterenergy,Main Character Energy,mcen,70,2024-11-21,2025-02-01,70
majorfrog,Major Frog,major,82,2024-11-11,2025-02-01,82
make,MAKE,make,66,2024-11-11,2025-01-31,66
makeamericahealthyagain,Make America Healthy Again,maha,78,2024-11-13,2025-02-01,78
malakai,Malakai,malakai,80,2024-11-11,2025-02-01,80
maneki,MANEKI,maneki,51,2024-12-13,2025-02-01,51
manifestonsol,Manifest,manifest,80,2024-11-11,2025-02-01,80
mao3,Mao,mao,75,2024-11-11,2025-01-31,75
marketdominance,Market Dominance,md,81,2024-11-11,2025-02-01,81
markkacy,markkacy,kacy,70,2024-11-24,2025-02-01,70
mars2,Mars,mars,82,2024-11-11,2025-02-01,82
marvininu2,Marvin Inu,marvin,81,2024-11-11,2025-02-01,81
matt0x79,Matt Furie,matt,81,2024-11-11,2025-02-01,81
max2,MAX,max,58,2024-12-06,2025-02-01,58
maxoneth,Max on ETH,maxeth,54,2024-12-10,2025-02-01,54
maya,Maya,maya,78,2024-11-15,2025-02-01,78
mcdull,McDull (Meme),mcdull,55,2024-12-09,2025-02-01,55
medusa2,MEDUSA,medusa,80,2024-11-12,2025-02-01,80
mellowman,Mellow Man,mellow,82,2024-11-11,2025-02-01,82
melo,Melo,melo,81,2024-11-11,2025-02-01,81
melondog,Melon Dog,melon,80,2024-11-11,2025-02-01,80
memeanarchicnumismaticasset,Meme Anarchic Numismatic Asset,mana,50,2024-12-14,2025-02-01,50
memecoingirl,MemeCoinGirl,miko,76,2024-11-11,2025-02-01,76
memecoinmillionaire,Meme Coin Millionaire,$rich,80,2024-11-11,2025-02-01,80
memesai,Memes AI,memesai,82,2024-11-11,2025-02-01,82
men,MEN,men,81,2024-11-11,2025-02-01,81
meow,MEOW,meow,78,2024-11-15,2025-02-01,78
meowmeowmeowmeow,meow meow meow meow,meow,47,2024-12-17,2025-02-01,47
metamonopoly,Meta Monopoly,monopoly,82,2024-11-11,2025-02-01,82
metformin,Metformin,met,68,2024-11-26,2025-02-01,68
michicoin,michi,$michi,32,2025-01-01,2025-02-01,32
miladywifhat,Milady Wif Hat,ladyf,82,2024-11-11,2025-02-01,82
milkbag,MILKBAG,milkbag,81,2024-11-11,2025-02-01,81
mimany,MIMANY,mimany,81,2024-11-11,2025-02-01,81
mindzero,Mind Zero,mind,59,2024-12-05,2025-02-01,59
minetardai,MineTard AI,mtard,64,2024-11-30,2025-02-01,64
minidoge3,Minidoge,minidoge,46,2024-12-18,2025-02-01,46
minimini,mini,mini,79,2024-11-13,2025-02-01,79
mist2,MIST,霞,75,2024-11-19,2025-02-01,75
mizuki,Mizuki,mizuki,46,2024-12-18,2025-02-01,46
moai,MOAI,moai,80,2024-11-12,2025-02-01,80
moe4,MOE,moe,59,2024-12-05,2025-02-01,59
moew,MOEW,moew,71,2024-11-23,2025-02-01,71
monaarcane,Mona Arcane,mona,52,2024-12-12,2025-02-01,52
mongcoin,MongCoin,mong,82,2024-11-11,2025-02-01,82
monkeyhaircut,monkeyhaircut,monk,82,2024-11-11,2025-02-01,82
monkeypox,Monkey Pox,pox,80,2024-11-11,2025-02-01,80
monkeysolinu,monkey sol inu,msi,42,2024-12-22,2025-02-01,42
moodeng2,MOO DENG,moodeng,82,2024-11-11,2025-02-01,82
moonbag,MoonBag,mbag,81,2024-11-11,2025-02-01,81
moonscape2,MoonScape,moon,79,2024-11-11,2025-02-01,79
morris,MORRIS,morris,77,2024-11-15,2025-02-01,77
morud,Morud,morud,81,2024-11-11,2025-02-01,81
moss,MOSS,moss,37,2024-12-27,2025-02-01,37
moth2,Moth,moth,81,2024-11-11,2025-02-01,81
motheriggy,Mother Iggy,mother,73,2024-11-21,2025-02-01,73
mrmayonnaisethecat,Mr Mayonnaise the Cat,mayo,76,2024-11-15,2025-01-31,76
mstr2100,MSTR2100,mstr,80,2024-11-12,2025-02-01,80
mumuthebull3,MUMU THE BULL,mumu,41,2024-12-23,2025-02-01,41
muskit,Musk It,muskit,51,2024-12-13,2025-02-01,51
musmecoin,MusmeCoin,msm,54,2024-12-10,2025-02-01,54
mut,MUT,mut,71,2024-11-23,2025-02-01,71
myro,Myro,$myro,30,2025-01-03,2025-02-01,30
mystery2,Mystery,mystery,50,2024-12-14,2025-02-01,50
nailong,Nailong,nailong,82,2024-11-11,2025-02-01,82
naitzsche,Naitzsche,nai,46,2024-12-18,2025-02-01,46
nakedjim,Naked Jim,$jim,28,2025-01-05,2025-02-01,28
nasdaq420,Nasdaq420,nasdaq420,82,2024-11-11,2025-02-01,82
navalai,NAVAL AI,naval ai,75,2024-11-19,2025-02-01,75
ndx6900,NDX6900,ndx,81,2024-11-11,2025-02-01,81
neirei,Neirei,neirei,79,2024-11-11,2025-01-31,79
neiro,Neiro,neiro,82,2024-11-11,2025-02-01,82
neiro2,Neiro,neiro,82,2024-11-11,2025-02-01,82
neirooneth,Neiro on ETH,neiro,54,2024-12-10,2025-02-01,54
neroboss,Neroboss,neroboss,51,2024-12-13,2025-02-01,51
neversol,neversol,never,81,2024-11-11,2025-02-01,81
newbabyelephanthoustonzoo,New Baby Elephant Houston Zoo,kirby,73,2024-11-21,2025-02-01,73
newbornhaggispygmyhippo,New Born Haggis Pygmy Hippo,haggis,82,2024-11-11,2025-02-01,82
nightfury,Night Fury,fury,42,2024-12-22,2025-02-01,42
ninjasquad,Ninja Squad Token,nst,66,2024-11-28,2025-02-01,66
no1tiktokcat,No1 tiktok cat,puff,75,2024-11-16,2025-02-01,75
nomansland,No Mans Land,nml,67,2024-11-19,2025-01-31,67
nomnom,nomnom,nomnom,82,2024-11-11,2025-02-01,82
noods,Noods,noods,73,2024-11-15,2025-02-01,73
noooomeme,Noooomeme,noooo,79,2024-11-11,2025-02-01,79
nothing4,Nothing,void,58,2024-12-06,2025-02-01,58
novaonmars,Nova on Mars,nova,58,2024-12-06,2025-02-01,58
npconsolana,NPC On Solana,npcs,82,2024-11-11,2025-02-01,82
nullmatrix,NULL MATRIX,nan,81,2024-11-11,2025-02-01,81
number,NUMBER,$number,32,2025-01-01,2025-02-01,32
numogram,Numogram,gnon,82,2024-11-11,2025-02-01,82
nutcoinmeme,NutCoin,nut,59,2024-12-05,2025-02-01,59
nya,Nya,nya,82,2024-11-11,2025-02-01,82
nyanmemecoin,Nyan Meme Coin,nyan,75,2024-11-18,2025-02-01,75
obipnutkenobi,Obi PNut Kenobi,opk,80,2024-11-12,2025-02-01,80
obot,OBOT,obot,75,2024-11-19,2025-02-01,75
offcialmascotoftheholyyear,Luce,luce,44,2024-12-20,2025-02-01,44
ogroaringkitty,Roaring Kitty,$roar,82,2024-11-11,2025-02-01,82
ogsminem,OG SMINEM,ogsm,76,2024-11-11,2025-02-01,76
okane,OKANE,okane,73,2024-11-19,2025-02-01,73
omega2,Omega,omega,82,2024-11-11,2025-02-01,82
omnicat,OmniCat,omni,81,2024-11-11,2025-02-01,81
oneunchillgal,one unchill gal,gal,67,2024-11-27,2025-02-01,67
optimusai,Optimus AI,opti,82,2024-11-11,2025-02-01,82
opus2,Opus,opus,67,2024-11-27,2025-02-01,67
opxlive,OPX LIVE,opxl,43,2024-12-21,2025-02-01,43
orbit3,ORBIT,grift,51,2024-12-13,2025-02-01,51
orc,ORC,orc,80,2024-11-11,2025-02-01,80
oscar,OSCAR,oscar,82,2024-11-11,2025-02-01,82
pajamascat,Pajamas Cat,pajamas,82,2024-11-11,2025-02-01,82
patriot,Patriot,patriot,82,2024-11-11,2025-02-01,82
peanie,peanie,peanie,80,2024-11-11,2025-02-01,80
peanut2,Peanut,peanut,81,2024-11-11,2025-02-01,81
peanut3,Peanut,pnut,81,2024-11-11,2025-02-01,81
peepoeth,Peepo,pepo,81,2024-11-11,2025-02-01,81
peipeicoinvip,PeiPei,peipei,78,2024-11-15,2025-02-01,78
peng,Peng,peng,82,2024-11-11,2025-02-01,82
pepe20,Pepe 2.0,pepe2.0,67,2024-11-27,2025-02-01,67
pepeai2,pepeAI,pepeai,70,2024-11-23,2025-02-01,70
pepefork,PepeFork,pork,80,2024-11-12,2025-02-01,80
pepeinamemesworld,pepe in a memes world,pew,78,2024-11-15,2025-02-01,78
pepesol,Pepe on SOL,pepe,81,2024-11-11,2025-02-01,81
pepethekingprawn,Pepe the King Prawn,prawn,54,2024-12-10,2025-02-01,54
pepetrump,Pepe Trump,ptrump,77,2024-11-15,2025-02-01,77
pepoclown,Pepoclown,honk,47,2024-11-11,2025-01-15,47
pestothebabykingpenguin,Pesto the Baby King Penguin,pesto,82,2024-11-11,2025-02-01,82
petunia,Petunia,petunia,81,2024-11-11,2025-02-01,81
phil,Phil,phil,82,2024-11-11,2025-02-01,82
pigeontech,Pigeon Tech,govai,79,2024-11-11,2025-02-01,79
pikaboss,Pikaboss,pika,82,2024-11-11,2025-02-01,82
pillzumi,Pillzumi,pillzumi,48,2024-12-16,2025-02-01,48
pingdog,Ping Dog,ping,80,2024-11-11,2025-02-01,80
pino,PINO,pino,80,2024-11-11,2025-02-01,80
pippin,pippin,pippin,76,2024-11-18,2025-02-01,76
pisces,Pisces,pisces,77,2024-11-15,2025-02-01,77
planktoninpain,Plankton in Pain,aaahhm,47,2024-12-17,2025-02-01,47
pledge2,Pledge,pledge,52,2024-12-11,2025-01-31,52
pnutsforsquirrel,Pnuts for squirrel,pnuts,33,2024-11-21,2024-12-24,33
pnutssister,Pnut's Sister,chloe,78,2024-11-15,2025-02-01,78
pochita,Pochita,pochita,82,2024-11-11,2025-02-01,82
polydoge,PolyDoge,polydoge,82,2024-11-11,2025-02-01,82
ponk2,PONK,ponk,78,2024-11-13,2025-02-01,78
poochi,Poo Chi,$sir,14,2024-11-11,2024-11-27,14
popdog,POPDOG,popdog,82,2024-11-11,2025-02-01,82
popo2,Popo,popo,79,2024-11-11,2025-02-01,79
popothefrog,Popo The Frog,frop,81,2024-11-11,2025-02-01,81
poppy,Poppy,poppy,28,2025-01-05,2025-02-01,28
poupe,POUPE,poupe,71,2024-11-11,2025-01-21,71
powsche,POWSCHE,powsche,64,2024-11-30,2025-02-01,64
praist,Praist,praist,66,2024-11-28,2025-02-01,66
presidentexe,President.exe,aimaga,79,2024-11-11,2025-02-01,79
principalsnetwork,Principals Network,pnet,46,2024-12-18,2025-02-01,46
project89,Project89,project89,82,2024-11-11,2025-02-01,82
projectaeon,Project Aeon,aeon,74,2024-11-19,2025-02-01,74
prophetofethereum,Prophet of Ethereum,prophet,82,2024-11-11,2025-02-01,82
puffy,Puffy,puffy,80,2024-11-11,2025-02-01,80
pump2,PUMP,pump,72,2024-11-19,2025-02-01,72
pundu,Pundu,pundu,82,2024-11-11,2025-02-01,82
pupsordinals,PUPS (Ordinals) [OLD],pups,81,2024-11-11,2025-02-01,81
purplepepe,PURPLE PEPE,purpe,57,2024-12-07,2025-02-01,57
qstar,QSTAR,q*,82,2024-11-11,2025-02-01,82
quantifyai,QuantifyAI,qgg,50,2024-12-14,2025-02-01,50
quasar3,Quasar,quasar,67,2024-11-27,2025-02-01,67
ratescape,RAT Escape,rat,66,2024-11-28,2025-02-01,66
rawr,Rawr,xd,82,2024-11-11,2025-02-01,82
real2,real.,real,80,2024-11-11,2025-02-01,80
realisworlds,Realis Worlds,realis,51,2024-12-13,2025-02-01,51
realsmurfcat,Real Smurf Cat,smurfcat,82,2024-11-11,2025-02-01,82
realworldai,Real World AI,rwa,43,2024-12-21,2025-02-01,43
redgenesis,Red Genesis,$r3d,32,2025-01-01,2025-02-01,32
redsiberianhusky,Red Siberian Husky,kovu,33,2024-12-31,2025-02-01,33
reflectionsofdissonanceai,Reflections of Dissonance AI,aika,74,2024-11-20,2025-02-01,74
rekt4,Rekt,rekt,68,2024-11-26,2025-02-01,68
retardio,RETARDIO,retardio,41,2024-12-23,2025-02-01,41
rex3,Rex,rex,75,2024-11-19,2025-02-01,75
ribbit2,RIBBIT,rbt,82,2024-11-11,2025-02-01,82
rifampicin,Rifampicin,$rif,53,2024-12-11,2025-02-01,53
riko,RIKO,riko,82,2024-11-11,2025-02-01,82
rizo,Rizo,rizo,75,2024-11-18,2025-02-01,75
rizzmas,Rizzmas,rizzmas,66,2024-11-28,2025-02-01,66
rnttoken,RNT,rnt,73,2024-11-21,2025-02-01,73
roastmaster9000,Roastmaster9000,rm9000,61,2024-12-03,2025-02-01,61
rock3,ROCK,rock,79,2024-11-11,2025-02-01,79
rockytherock,Rocky,rocky,82,2024-11-11,2025-02-01,82
roflcopter,ROFLcopter,rofl,64,2024-11-28,2025-02-01,64
ronnie,Ronnie,ronnie,82,2024-11-11,2025-02-01,82
ropirito,Ropirito,ropirito,72,2024-11-22,2025-02-01,72
rsnoofi,r/snoofi,r/snoofi,82,2024-11-11,2025-02-01,82
runneroneth,Runner on ETH,runner,76,2024-11-13,2025-01-31,76
ruritruthterminalscrush,Ruri - Truth Terminal's Crush,ruri,72,2024-11-21,2025-02-01,72
ryujin,RyuJin,ryu,82,2024-11-11,2025-02-01,82
saadboi,Saad Boi,saad,36,2024-12-28,2025-02-01,36
sadant,SADANT,sadant,57,2024-12-06,2025-02-01,57
sadhamster,SAD HAMSTER,hammy,82,2024-11-11,2025-02-01,82
safukekgigafundz888,Safu & Kek Gigafundz 888,skg888,78,2024-11-13,2025-02-01,78
sageuniverse,Sage Universe,sage,78,2024-11-11,2025-02-01,78
sagittarius,Sagittarius,sagit,72,2024-11-21,2025-02-01,72
salvatormundi,Salvator Mundi,mundi,60,2024-12-04,2025-02-01,60
samoyedcoin,Samoyedcoin,samo,82,2024-11-11,2025-02-01,82
santa2,SANTA,santa,63,2024-12-01,2025-02-01,63
santahat,SANTA HAT,santahat,63,2024-12-01,2025-02-01,63
sbrsol,Strategic Bitcoin Reserve,sbr,75,2024-11-19,2025-02-01,75
schizoterminal,Schizo Terminal,schizo,44,2024-12-20,2025-02-01,44
scihub,sci-hub,scihub,73,2024-11-21,2025-02-01,73
scorpio,Scorpio,scorpio,77,2024-11-16,2025-02-01,77
scratch3,Scratch,$scratch,40,2024-12-22,2025-02-01,40
screaminghyrax,Screaming Hyrax,$mama,65,2024-11-29,2025-02-01,65
sealsreadytocrackpengusice,Seals-Ready to Crack Pengu's Ice,seals,41,2024-12-23,2025-02-01,41
selfiedogcoin,SelfieDogCoin,selfie,80,2024-11-12,2025-02-01,80
send2,Send,send,76,2024-11-18,2025-02-01,76
sendor,Sendor,sendor,70,2024-11-24,2025-02-01,70
sensus,SENSUS,sensus,62,2024-12-02,2025-02-01,62
sentientai,Sentient AI,setai,29,2025-01-04,2025-02-01,29
sharbi,Sharbi,$sharbi,82,2024-11-11,2025-02-01,82
sharkcat,Shark Cat,sc,82,2024-11-11,2025-02-01,82
sharki,Sharki,sharki,81,2024-11-11,2025-02-01,81
sherises,She Rises,aka,36,2024-12-28,2025-02-01,36
shibaclassic2,Shiba Classic,shibc,5,2024-12-23,2024-12-27,5
shibapredator,Shiba Predator,qom,25,2024-11-12,2024-12-15,25
shibashootout,Shibashootout,$shibashoot,66,2024-11-26,2025-02-01,66
shibawing,Shiba Wing,wing,53,2024-11-11,2025-02-01,53
shibwifhatcoin,Shibwifhatcoin,shib,81,2024-11-11,2025-02-01,81
shifu,Shifu,shifu,39,2024-12-25,2025-02-01,39
shinainu,Shina Inu,shi,82,2024-11-11,2025-02-01,82
shitcoin3,SHITCOIN,shitcoin,42,2024-12-21,2025-02-01,42
shoggoth,Shoggoth,shoggoth,82,2024-11-11,2025-02-01,82
shrub,Shrub,shrub,67,2024-11-27,2025-02-01,67
shrub2,Shrub,$shrub,81,2024-11-11,2025-02-01,81
sigma,Sigma,sigma,69,2024-11-25,2025-02-01,69
sillydragon,Silly Dragon,silly,82,2024-11-11,2025-02-01,82
sillynubcat,Sillynubcat,nub,82,2024-11-11,2025-02-01,82
simmitoken,Simmi Token,simmi,51,2024-12-13,2025-02-01,51
simsai,SimsAI,simsai,38,2024-12-26,2025-02-01,38
singularry,Singularry,singularry,54,2024-12-10,2025-02-01,54
size,SIZE,size,59,2024-12-05,2025-02-01,59
skainet,SKAINET,skai,59,2024-12-05,2025-02-01,59
skibiditoilet2,Skibidi Toilet,skbdi,77,2024-11-16,2025-02-01,77
slop,Slop,slop,82,2024-11-11,2025-02-01,82
slopfather,Slopfather,fatha,47,2024-12-17,2025-02-01,47
slothana,Slothana,sloth,82,2024-11-11,2025-02-01,82
smilingdolphin,Smiling Dolphin,miharu,80,2024-11-12,2025-02-01,80
smokingchickenfish,Smoking Chicken Fish,scf,76,2024-11-18,2025-02-01,76
snakewifhat,Snake wif Hat,sssss,73,2024-11-21,2025-02-01,73
snapkero,SNAP,$nap,82,2024-11-11,2025-02-01,82
sofacat,SofaCat,sofac,78,2024-11-15,2025-02-01,78
solama,Solama,solama,81,2024-11-11,2025-02-01,81
solarisai,Solaris AI,solaris,78,2024-11-15,2025-02-01,78
solcat,SOLCAT,solcat,67,2024-11-27,2025-02-01,67
solchat,Solchat,chat,82,2024-11-11,2025-02-01,82
solnic,Solnic,solnic,81,2024-11-11,2025-02-01,81
speedy2,Speedy,speedy,82,2024-11-11,2025-02-01,82
spikeoneth,Spike,spike,80,2024-11-11,2025-02-01,80
spinningcat,Spinning Cat,oiiaoiia,72,2024-11-21,2025-02-01,72
splashdog,Splash Dog,buster,56,2024-12-08,2025-02-01,56
spunkysdx,SpunkySDX,ssdx,54,2024-12-10,2025-02-01,54
spx690020,SPX6900 2.0,spx2.0,80,2024-11-11,2025-02-01,80
sqrfund,sqrFUND,sqr,47,2024-12-17,2025-02-01,47
squidgrow2,SquidGrow,sqgrow,82,2024-11-11,2025-02-01,82
stardoge,StarDOGE,stardoge,66,2024-11-28,2025-02-01,66
starecat,StareCat,helia,78,2024-11-15,2025-02-01,78
staringrobot,staring robot,sonny,80,2024-11-12,2025-02-01,80
stars2,STARS,stars,36,2024-12-28,2025-02-01,36
stashinu,Stash Inu,stash,81,2024-11-11,2025-02-01,81
stick,Stick,stick,70,2024-11-24,2025-02-01,70
stonks4,Stonks,stnk,40,2024-12-24,2025-02-01,40
strategicbitcoinreserve,STRATEGIC BITCOIN RESERVE,sbr,82,2024-11-11,2025-02-01,82
strategichubforinnovationinblockchain,Strategic Hub for Innovation in Blockchain,shib,74,2024-11-13,2025-01-30,74
styrosteve,Styro Steve,ss,42,2024-12-22,2025-02-01,42
successkid,Success Kid,skid,81,2024-11-11,2025-02-01,81
supercyclereal,supercycle(real),supercycle,82,2024-11-11,2025-02-01,82
supertrump,Super Trump,strump,82,2024-11-11,2025-02-01,82
suwi,suwi,suwi,82,2024-11-11,2025-02-01,82
swaggy,SWAGGY,swaggy,79,2024-11-12,2025-02-01,79
swarm2,Swarm,swarm,72,2024-11-19,2025-02-01,72
swarmnodeai,SwarmNode.ai,snai,41,2024-12-23,2025-02-01,41
tabman,TabMan,tab,81,2024-11-11,2025-02-01,81
taoinu,TAO INU,taonu,82,2024-11-11,2025-02-01,82
tateterminal,Tate Terminal,tate,82,2024-11-11,2025-02-01,82
taurus2,Taurus,taurus,71,2024-11-21,2025-02-01,71
tehepikduck,TEH EPIK DUCK,epik,82,2024-11-11,2025-02-01,82
tema,Tema,tema,65,2024-11-29,2025-02-01,65
tensorium,Tensorium,tnsr,63,2024-12-01,2025-02-01,63
terminus2,Terminus,terminus,82,2024-11-11,2025-02-01,82
terminus3,Terminus,terminus,82,2024-11-11,2025-02-01,82
terryinthetrenches,Terry In The Trenches,terry,67,2024-11-27,2025-02-01,67
tetsuocoin,Tetsuo Coin,tetsuo,43,2024-12-21,2025-02-01,43
thalesai,Thales AI,thales,50,2024-12-14,2025-02-01,50
theanthropicorder,The Anthropic Order,tao,59,2024-12-05,2025-02-01,59
thebalkandwarf,The Balkan Dwarf,$kekec,82,2024-11-11,2025-02-01,82
theblinkingaicatcatfather,The Blinking AI Cat - Catfather,catf,27,2025-01-06,2025-02-01,27
thecat,TheCat,thecat,81,2024-11-11,2025-02-01,81
thedogenft,Own The Doge,dog,55,2024-12-09,2025-02-01,55
thelastplay,The Last Play,retire,82,2024-11-11,2025-02-01,82
thelokiecabal,The Lokie Cabal,cabal,56,2024-12-05,2025-01-31,56
thenuttingprofessor,The Nutting Professor,pronut,45,2024-12-19,2025-02-01,45
thereallandwolf,LandWolf,wolf,82,2024-11-11,2025-02-01,82
therugcoon,The RugCoon,rugga,80,2024-11-11,2025-02-01,80
thesocietylibrary,The Society Library,sl,71,2024-11-22,2025-02-01,71
thesoldog,the Soldog,laika,82,2024-11-11,2025-02-01,82
thetickeriseth,The Ticker Is ETH,eth,81,2024-11-11,2025-02-01,81
theydontloveyoulikeiloveyou,theydontloveyoulikeiloveyou,wait,73,2024-11-21,2025-02-01,73
toadkiller,Toad Killer,$toad,70,2024-11-11,2025-01-20,70
toadsol,Toad (SOL),$toad,49,2024-11-11,2025-01-07,49
tobi,tobi,tobi,82,2024-11-11,2025-02-01,82
toco,TOCO,toco,45,2024-12-19,2025-02-01,45
todd,todd,todd,80,2024-11-12,2025-02-01,80
toga,TOGA,toga,82,2024-11-11,2025-02-01,82
toki2,Toki,toki,4,2024-12-22,2024-12-26,4
tomocat,Tomo Cat,tomo,61,2024-12-03,2025-02-01,61
tookerkurlson,tooker kurlson,tooker,80,2024-11-11,2025-02-01,80
tophat,Top Hat,hat,79,2024-11-13,2025-02-01,79
topprotocol,TOP PROTOCOL,top,79,2024-11-12,2025-01-31,79
torithecat,Tori the Cat,tori,78,2024-11-11,2025-01-30,78
torsy,TORSY,torsy,82,2024-11-11,2025-02-01,82
trackedbio,TrackedBio,trackedbio,67,2024-11-27,2025-02-01,67
trenchai,TrenchAI,trenchai,39,2024-12-25,2025-02-01,39
trisigma,Tri Sigma,trisig,62,2024-12-02,2025-02-01,62
trog,Trog,trog,44,2024-12-20,2025-02-01,44
troll,Troll,troll,82,2024-11-11,2025-02-01,82
trumpderangementsyndrome,Trump Derangement Syndrome,tds,77,2024-11-12,2025-02-01,77
trumpiusmaximus,Trumpius Maximus,trumpius,29,2025-01-04,2025-02-01,29
trumpshuffle,Trump Shuffle,shuffle,73,2024-11-21,2025-02-01,73
trusttheprocess,Trust The Process,trust,47,2024-12-17,2025-02-01,47
tsotchke,Tsotchke,tsotchke,43,2024-12-21,2025-02-01,43
tsuba,TSUBA,tsuba,34,2024-12-30,2025-02-01,34
